Proverbs,3,3-4,"Don’t lose your grip on Love and Loyalty.
Tie them around your neck; carve their initials on your heart.
Earn a reputation for living well
in God’s eyes and the eyes of the people."
Proverbs,3,5-12,"Trust GOD from the bottom of your heart;
don’t try to figure out everything on your own.
Listen for GOD’s voice in everything you do, everywhere you go;
he’s the one who will keep you on track.
Don’t assume that you know it all.
Run to GOD! Run from evil!
Your body will glow with health,
your very bones will vibrate with life!
Honor GOD with everything you own;
give him the first and the best.
Your barns will burst,
your wine vats will brim over.
But don’t, dear friend, resent GOD’s discipline;
don’t sulk under his loving correction.
It’s the child he loves that GOD corrects;
a father’s delight is behind all this."
Proverbs,3,13-18,"You’re blessed when you meet Lady Wisdom,
when you make friends with Madame Insight.
She’s worth far more than money in the bank;
her friendship is better than a big salary.
Her value exceeds all the trappings of wealth;
nothing you could wish for holds a candle to her.
With one hand she gives long life,
with the other she confers recognition.
Her manner is beautiful,
her life wonderfully complete.
She’s the very Tree of Life to those who embrace her.
Hold her tight—and be blessed!"
Proverbs,3,19-20,"With Lady Wisdom, GOD formed Earth;
with Madame Insight, he raised Heaven.
They knew when to signal rivers and springs to the surface,
and dew to descend from the night skies."
Proverbs,3,21-26,"Dear friend, guard Clear Thinking and Common Sense with your life;
don’t for a minute lose sight of them.
They’ll keep your soul alive and well,
they’ll keep you fit and attractive.
You’ll travel safely,
you’ll neither tire nor trip.
You’ll take afternoon naps without a worry,
you’ll enjoy a good night’s sleep.
No need to panic over alarms or surprises,
or predictions that doomsday’s just around the corner,
Because GOD will be right there with you;
he’ll keep you safe and sound."
Proverbs,3,27-29,"Never walk away from someone who deserves help;
your hand is God’s hand for that person.
Don’t tell your neighbor “Maybe some other time”
or “Try me tomorrow”
when the money’s right there in your pocket.
Don’t figure ways of taking advantage of your neighbor
when he’s sitting there trusting and unsuspecting."
Proverbs,3,30-32,"Don’t walk around with a chip on your shoulder,
always spoiling for a fight.
Don’t try to be like those who shoulder their way through life.
Why be a bully?
“Why not?” you say. Because GOD can’t stand twisted souls.
It’s the straightforward who get his respect."
Proverbs,3,33-35,"GOD’s curse blights the house of the wicked,
but he blesses the home of the righteous.
He gives proud skeptics a cold shoulder,
but if you’re down on your luck, he’s right there to help.
Wise living gets rewarded with honor;
stupid living gets the booby prize."
Proverbs,4,1-2,"Listen, friends, to some fatherly advice;
sit up and take notice so you’ll know how to live.
I’m giving you good counsel;
don’t let it go in one ear and out the other."
Proverbs,4,3-9,"When I was a boy at my father’s knee,
the pride and joy of my mother,
He would sit me down and drill me:
“Take this to heart. Do what I tell you—live!
Sell everything and buy Wisdom! Forage for Understanding!
Don’t forget one word! Don’t deviate an inch!
Never walk away from Wisdom—she guards your life;
love her—she keeps her eye on you.
Above all and before all, do this: Get Wisdom!
Write this at the top of your list: Get Understanding!
Throw your arms around her—believe me, you won’t regret it;
never let her go—she’ll make your life glorious.
She’ll garland your life with grace,
she’ll festoon your days with beauty.”"
Proverbs,4,10-15,"Dear friend, take my advice;
it will add years to your life.
I’m writing out clear directions to Wisdom Way,
I’m drawing a map to Righteous Road.
I don’t want you ending up in blind alleys,
or wasting time making wrong turns.
Hold tight to good advice; don’t relax your grip.
Guard it well—your life is at stake!
Don’t take Wicked Bypass;
don’t so much as set foot on that road.
Stay clear of it; give it a wide berth.
Make a detour and be on your way."
Proverbs,4,16-17,"Evil people are restless
unless they’re making trouble;
They can’t get a good night’s sleep
unless they’ve made life miserable for somebody.
Perversity is their food and drink,
violence their drug of choice."
Proverbs,4,18-19,"The ways of right-living people glow with light;
the longer they live, the brighter they shine.
But the road of wrongdoing gets darker and darker—
travelers can’t see a thing; they fall flat on their faces."
Proverbs,4,20-22,"Dear friend, listen well to my words;
tune your ears to my voice.
Keep my message in plain view at all times.
Concentrate! Learn it by heart!
Those who discover these words live, really live;
body and soul, they’re bursting with health."
Proverbs,4,23-27,"Keep vigilant watch over your heart;
that’s where life starts.
Don’t talk out of both sides of your mouth;
avoid careless banter, white lies, and gossip.
Keep your eyes straight ahead;
ignore all sideshow distractions.
Watch your step,
and the road will stretch out smooth before you.
Look neither right nor left;
leave evil in the dust."
Proverbs,5,1-2,"Dear friend, pay close attention to this, my wisdom;
listen very closely to the way I see it.
Then you’ll acquire a taste for good sense;
what I tell you will keep you out of trouble."
Proverbs,5,3-6,"The lips of a seductive woman are oh so sweet,
her soft words are oh so smooth.
But it won’t be long before she’s gravel in your mouth,
a pain in your gut, a wound in your heart.
She’s dancing down the perfumed path to Death;
she’s headed straight for Hell and taking you with her.
She hasn’t a clue about Real Life,
about who she is or where she’s going."
Proverbs,5,7-14,"So, my friend, listen closely;
don’t treat my words casually.
Keep your distance from such a woman;
absolutely stay out of her neighborhood.
You don’t want to squander your wonderful life,
to waste your precious life among the hardhearted.
Why should you allow strangers to take advantage of you?
Why be exploited by those who care nothing for you?
You don’t want to end your life full of regrets,
nothing but sin and bones,
Saying, “Oh, why didn’t I do what they told me?
Why did I reject a disciplined life?
Why didn’t I listen to my mentors,
or take my teachers seriously?
My life is ruined!
I haven’t one blessed thing to show for my life!”"
Proverbs,5,15-16,"Do you know the saying, “Drink from your own rain barrel,
draw water from your own spring-fed well”?
It’s true. Otherwise, you may one day come home
and find your barrel empty and your well polluted."
Proverbs,5,17-20,"Your spring water is for you and you only,
not to be passed around among strangers.
Bless your fresh-flowing fountain!
Enjoy the wife you married as a young man!
Lovely as an angel, beautiful as a rose—
don’t ever quit taking delight in her body.
Never take her love for granted!
Why would you trade enduring intimacies for cheap thrills with a prostitute?
for dalliance with a promiscuous stranger?"
Proverbs,5,21-23,"Mark well that GOD doesn’t miss a move you make;
he’s aware of every step you take.
The shadow of your sin will overtake you;
you’ll find yourself stumbling all over yourself in the dark.
Death is the reward of an undisciplined life;
your foolish decisions trap you in a dead end."
Proverbs,6,1-5,"Dear friend, if you’ve gone into hock with your neighbor
or locked yourself into a deal with a stranger,
If you’ve impulsively promised the shirt off your back
and now find yourself shivering out in the cold,
Friend, don’t waste a minute, get yourself out of that mess.
You’re in that man’s clutches!
Go, put on a long face; act desperate.
Don’t procrastinate—
there’s no time to lose.
Run like a deer from the hunter,
fly like a bird from the trapper!"
Proverbs,6,6-11,"You lazy fool, look at an ant.
Watch it closely; let it teach you a thing or two.
Nobody has to tell it what to do.
All summer it stores up food;
at harvest it stockpiles provisions.
So how long are you going to laze around doing nothing?
How long before you get out of bed?
A nap here, a nap there, a day off here, a day off there,
sit back, take it easy—do you know what comes next?
Just this: You can look forward to a dirt-poor life,
poverty your permanent houseguest!"
Proverbs,6,12-15,"Swindlers and scoundrels
talk out of both sides of their mouths.
They wink at each other, they shuffle their feet,
they cross their fingers behind their backs.
Their perverse minds are always cooking up something nasty,
always stirring up trouble.
Catastrophe is just around the corner for them,
a total wreck, their lives ruined beyond repair."
Proverbs,6,16-19,"Here are six things GOD hates,
and one more that he loathes with a passion:
eyes that are arrogant,
a tongue that lies,
hands that murder the innocent,
a heart that hatches evil plots,
feet that race down a wicked track,
a mouth that lies under oath,
a troublemaker in the family."
Proverbs,6,20-23,"Good friend, follow your father’s good advice;
don’t wander off from your mother’s teachings.
Wrap yourself in them from head to foot;
wear them like a scarf around your neck.
Wherever you walk, they’ll guide you;
whenever you rest, they’ll guard you;
when you wake up, they’ll tell you what’s next.
For sound advice is a beacon,
good teaching is a light,
moral discipline is a life path."
Proverbs,6,24-35,"They’ll protect you from promiscuous women,
from the seductive talk of some temptress.
Don’t lustfully fantasize on her beauty,
nor be taken in by her bedroom eyes.
You can buy an hour with a prostitute for a loaf of bread,
but a promiscuous woman may well eat you alive.
Can you build a fire in your lap
and not burn your pants?
Can you walk barefoot on hot coals
and not get blisters?
It’s the same when you have sex with your neighbor’s wife:
Touch her and you’ll pay for it. No excuses.
Hunger is no excuse
for a thief to steal;
When he’s caught he has to pay it back,
even if he has to put his whole house in hock.
Adultery is a brainless act,
soul-destroying, self-destructive;
Expect a bloody nose, a black eye,
and a reputation ruined for good.
For jealousy detonates rage in a cheated husband;
wild for revenge, he won’t make allowances.
Nothing you say or pay will make it all right;
neither bribes nor reason will satisfy him."
Proverbs,7,1-5,"Dear friend, do what I tell you;
treasure my careful instructions.
Do what I say and you’ll live well.
My teaching is as precious as your eyesight—guard it!
Write it out on the back of your hands;
etch it on the chambers of your heart.
Talk to Wisdom as to a sister.
Treat Insight as your companion.
They’ll be with you to fend off the Temptress—
that smooth-talking, honey-tongued Seductress."
Proverbs,7,6-12,"As I stood at the window of my house
looking out through the shutters,
Watching the mindless crowd stroll by,
I spotted a young man without any sense
Arriving at the corner of the street where she lived,
then turning up the path to her house.
It was dusk, the evening coming on,
the darkness thickening into night.
Just then, a woman met him—
she’d been lying in wait for him, dressed to seduce him.
Brazen and brash she was,
restless and roaming, never at home,
Walking the streets, loitering in the mall,
hanging out at every corner in town."
Proverbs,7,13-20,"She threw her arms around him and kissed him,
boldly took his arm and said,
“I’ve got all the makings for a feast—
today I made my offerings, my vows are all paid,
So now I’ve come to find you,
hoping to catch sight of your face—and here you are!
I’ve spread fresh, clean sheets on my bed,
colorful imported linens.
My bed is aromatic with spices
and exotic fragrances.
Come, let’s make love all night,
spend the night in ecstatic lovemaking!
My husband’s not home; he’s away on business,
and he won’t be back for a month.”"
Proverbs,7,21-23,"Soon she has him eating out of her hand,
bewitched by her honeyed speech.
Before you know it, he’s trotting behind her,
like a calf led to the butcher shop,
Like a stag lured into ambush
and then shot with an arrow,
Like a bird flying into a net
not knowing that its flying life is over."
Proverbs,7,24-27,"So, friends, listen to me,
take these words of mine most seriously.
Don’t fool around with a woman like that;
don’t even stroll through her neighborhood.
Countless victims come under her spell;
she’s the death of many a poor man.
She runs a halfway house to hell,
fits you out with a shroud and a coffin."
Proverbs,8,1-11,"Do you hear Lady Wisdom calling?
Can you hear Madame Insight raising her voice?
She’s taken her stand at First and Main,
at the busiest intersection.
Right in the city square
where the traffic is thickest, she shouts,
“You—I’m talking to all of you,
everyone out here on the streets!
Listen, you idiots—learn good sense!
You blockheads—shape up!
Don’t miss a word of this—I’m telling you how to live well,
I’m telling you how to live at your best.
My mouth chews and savors and relishes truth—
I can’t stand the taste of evil!
You’ll only hear true and right words from my mouth;
not one syllable will be twisted or skewed.
You’ll recognize this as true—you with open minds;
truth-ready minds will see it at once.
Prefer my life-disciplines over chasing after money,
and God-knowledge over a lucrative career.
For Wisdom is better than all the trappings of wealth;
nothing you could wish for holds a candle to her."
Proverbs,8,12-21,"“I am Lady Wisdom, and I live next to Sanity;
Knowledge and Discretion live just down the street.
The Fear-of-GOD means hating Evil,
whose ways I hate with a passion—
pride and arrogance and crooked talk.
Good counsel and common sense are my characteristics;
I am both Insight and the Virtue to live it out.
With my help, leaders rule,
and lawmakers legislate fairly;
With my help, governors govern,
along with all in legitimate authority.
I love those who love me;
those who look for me find me.
Wealth and Glory accompany me—
also substantial Honor and a Good Name.
My benefits are worth more than a big salary, even a very big salary;
the returns on me exceed any imaginable bonus.
You can find me on Righteous Road—that’s where I walk—
at the intersection of Justice Avenue,
Handing out life to those who love me,
filling their arms with life—armloads of life!"
Proverbs,8,22-31,"“GOD sovereignly made me—the first, the basic—
before he did anything else.
I was brought into being a long time ago,
well before Earth got its start.
I arrived on the scene before Ocean,
yes, even before Springs and Rivers and Lakes.
Before Mountains were sculpted and Hills took shape,
I was already there, newborn;
Long before GOD stretched out Earth’s Horizons,
and tended to the minute details of Soil and Weather,
And set Sky firmly in place,
I was there.
When he mapped and gave borders to wild Ocean,
built the vast vault of Heaven,
and installed the fountains that fed Ocean,
When he drew a boundary for Sea,
posted a sign that said NO TRESPASSING,
And then staked out Earth’s Foundations,
I was right there with him, making sure everything fit.
Day after day I was there, with my joyful applause,
always enjoying his company,
Delighted with the world of things and creatures,
happily celebrating the human family."
Proverbs,8,32-36,"“So, my dear friends, listen carefully;
those who embrace these my ways are most blessed.
Mark a life of discipline and live wisely;
don’t squander your precious life.
Blessed the man, blessed the woman, who listens to me,
awake and ready for me each morning,
alert and responsive as I start my day’s work.
When you find me, you find life, real life,
to say nothing of GOD’s good pleasure.
But if you wrong me, you damage your very soul;
when you reject me, you’re flirting with death.”"
Proverbs,9,1-6,"Lady Wisdom has built and furnished her home;
it’s supported by seven hewn timbers.
The banquet meal is ready to be served: lamb roasted,
wine poured out, table set with silver and flowers.
Having dismissed her serving maids,
Lady Wisdom goes to town, stands in a prominent place,
and invites everyone within sound of her voice:
“Are you confused about life, don’t know what’s going on?
Come with me, oh come, have dinner with me!
I’ve prepared a wonderful spread—fresh-baked bread,
roast lamb, carefully selected wines.
Leave your impoverished confusion and live!
Walk up the street to a life with meaning.”
* * *"
Proverbs,9,7-12,"If you reason with an arrogant cynic, you’ll get slapped in the face;
confront bad behavior and get a kick in the shins.
So don’t waste your time on a scoffer;
all you’ll get for your pains is abuse.
But if you correct those who care about life,
that’s different—they’ll love you for it!
Save your breath for the wise—they’ll be wiser for it;
tell good people what you know—they’ll profit from it.
Skilled living gets its start in the Fear-of-GOD,
insight into life from knowing a Holy God.
It’s through me, Lady Wisdom, that your life deepens,
and the years of your life ripen.
Live wisely and wisdom will permeate your life;
mock life and life will mock you."
Proverbs,9,13-18,"Then there’s this other woman, Madame Prostitute—
brazen, empty-headed, frivolous.
She sits on the front porch
of her house on Main Street,
And as people walk by minding
their own business, calls out,
“Are you confused about life, don’t know what’s going on?
Steal off with me, I’ll show you a good time!
No one will ever know—I’ll give you the time of your life.”
But they don’t know about all the skeletons in her closet,
that all her guests end up in hell."
Proverbs,10,1,"Wise son, glad father;
stupid son, sad mother."
Proverbs,10,2,"Ill-gotten gain gets you nowhere;
an honest life is immortal."
Proverbs,10,3,"GOD won’t starve an honest soul,
but he frustrates the appetites of the wicked."
Proverbs,10,4,"Sloth makes you poor;
diligence brings wealth."
Proverbs,10,5,"Make hay while the sun shines—that’s smart;
go fishing during harvest—that’s stupid."
Proverbs,10,6,"Blessings accrue on a good and honest life,
but the mouth of the wicked is a dark cave of abuse."
Proverbs,10,7,"A good and honest life is a blessed memorial;
a wicked life leaves a rotten stench."
Proverbs,10,8,"A wise heart takes orders;
an empty head will come unglued."
Proverbs,10,9,"Honesty lives confident and carefree,
but Shifty is sure to be exposed."
Proverbs,10,10,"An evasive eye is a sign of trouble ahead,
but an open, face-to-face meeting results in peace."
Proverbs,10,11,"The mouth of a good person is a deep, life-giving well,
but the mouth of the wicked is a dark cave of abuse."
Proverbs,10,12,"Hatred starts fights,
but love pulls a quilt over the bickering."
Proverbs,10,13,"You’ll find wisdom on the lips of a person of insight,
but the shortsighted needs a slap in the face."
Proverbs,10,14,"The wise accumulate knowledge—a true treasure;
know-it-alls talk too much—a sheer waste."
Proverbs,10,15,"The wealth of the rich is their security;
the poverty of the indigent is their ruin."
Proverbs,10,16,"The wage of a good person is exuberant life;
an evil person ends up with nothing but sin."
Proverbs,10,17,"The road to life is a disciplined life;
ignore correction and you’re lost for good."
Proverbs,10,18,"Liars secretly hoard hatred;
fools openly spread slander."
Proverbs,10,19,"The more talk, the less truth;
the wise measure their words."
Proverbs,10,20,"The speech of a good person is worth waiting for;
the blabber of the wicked is worthless."
Proverbs,10,21,"The talk of a good person is rich fare for many,
but chatterboxes die of an empty heart."
Proverbs,10,22,"GOD’s blessing makes life rich;
nothing we do can improve on God."
Proverbs,10,23,"An empty-head thinks mischief is fun,
but a mindful person relishes wisdom."
Proverbs,10,24,"The nightmares of the wicked come true;
what the good people desire, they get."
Proverbs,10,25,"When the storm is over, there’s nothing left of the wicked;
good people, firm on their rock foundation, aren’t even fazed."
Proverbs,10,26,"A lazy employee will give you nothing but trouble;
it’s vinegar in the mouth, smoke in the eyes."
Proverbs,10,27,"The Fear-of-GOD expands your life;
a wicked life is a puny life."
Proverbs,10,28,"The aspirations of good people end in celebration;
the ambitions of bad people crash."
Proverbs,10,29,"GOD is solid backing to a well-lived life,
but he calls into question a shabby performance."
Proverbs,10,30,"Good people last—they can’t be moved;
the wicked are here today, gone tomorrow."
Proverbs,10,31,"A good person’s mouth is a clear fountain of wisdom;
a foul mouth is a stagnant swamp."
Proverbs,10,32,"The speech of a good person clears the air;
the words of the wicked pollute it."
Proverbs,11,1,"GOD hates cheating in the marketplace;
he loves it when business is aboveboard."
Proverbs,11,2,"The stuck-up fall flat on their faces,
but down-to-earth people stand firm."
Proverbs,11,3,"The integrity of the honest keeps them on track;
the deviousness of crooks brings them to ruin."
Proverbs,11,4,"A thick bankroll is no help when life falls apart,
but a principled life can stand up to the worst."
Proverbs,11,5,"Moral character makes for smooth traveling;
an evil life is a hard life."
Proverbs,11,6,"Good character is the best insurance;
crooks get trapped in their sinful lust."
Proverbs,11,7,"When the wicked die, that’s it—
the story’s over, end of hope."
Proverbs,11,8,"A good person is saved from much trouble;
a bad person runs straight into it."
Proverbs,11,9,"The loose tongue of the godless spreads destruction;
the common sense of the godly preserves them."
Proverbs,11,10,"When it goes well for good people, the whole town cheers;
when it goes badly for bad people, the town celebrates."
Proverbs,11,11,"When right-living people bless the city, it flourishes;
evil talk turns it into a ghost town in no time."
Proverbs,11,12,"Mean-spirited slander is heartless;
quiet discretion accompanies good sense."
Proverbs,11,13,"A gadabout gossip can’t be trusted with a secret,
but someone of integrity won’t violate a confidence."
Proverbs,11,14,"Without good direction, people lose their way;
the more wise counsel you follow, the better your chances."
Proverbs,11,15,"Whoever makes deals with strangers is sure to get burned;
if you keep a cool head, you’ll avoid rash bargains."
Proverbs,11,16,"A woman of gentle grace gets respect,
but men of rough violence grab for loot."
Proverbs,11,17,"When you’re kind to others, you help yourself;
when you’re cruel to others, you hurt yourself."
Proverbs,11,18,"Bad work gets paid with a bad check;
good work gets solid pay."
Proverbs,11,19,"Take your stand with God’s loyal community and live,
or chase after phantoms of evil and die."
Proverbs,11,20,"GOD can’t stand deceivers,
but oh how he relishes integrity."
Proverbs,11,21,"Count on this: The wicked won’t get off scot-free,
and God’s loyal people will triumph."
Proverbs,11,22,"Like a gold ring in a pig’s snout
is a beautiful face on an empty head."
Proverbs,11,23,"The desires of good people lead straight to the best,
but wicked ambition ends in angry frustration."
Proverbs,11,24,"The world of the generous gets larger and larger;
the world of the stingy gets smaller and smaller."
Proverbs,11,25,"The one who blesses others is abundantly blessed;
those who help others are helped."
Proverbs,11,26,"Curses on those who drive a hard bargain!
Blessings on all who play fair and square!"
Proverbs,11,27,"The one who seeks good finds delight;
the student of evil becomes evil."
Proverbs,11,28,"A life devoted to things is a dead life, a stump;
a God-shaped life is a flourishing tree."
Proverbs,11,29,"Exploit or abuse your family, and end up with a fistful of air;
common sense tells you it’s a stupid way to live."
Proverbs,11,30,"A good life is a fruit-bearing tree;
a violent life destroys souls."
Proverbs,11,31,"If good people barely make it,
what’s in store for the bad!"
Proverbs,12,1,"If you love learning, you love the discipline that goes with it—
how shortsighted to refuse correction!"
Proverbs,12,2,"A good person basks in the delight of GOD,
and he wants nothing to do with devious schemers."
Proverbs,12,3,"You can’t find firm footing in a swamp,
but life rooted in God stands firm."
Proverbs,12,4,"A hearty wife invigorates her husband,
but a frigid woman is cancer in the bones."
Proverbs,12,5,"The thinking of principled people makes for justice;
the plots of degenerates corrupt."
Proverbs,12,6,"The words of the wicked kill;
the speech of the upright saves."
Proverbs,12,7,"Wicked people fall to pieces—there’s nothing to them;
the homes of good people hold together."
Proverbs,12,8,"A person who talks sense is honored;
airheads are held in contempt."
Proverbs,12,9,"Better to be ordinary and work for a living
than act important and starve in the process."
Proverbs,12,10,"Good people are good to their animals;
the “good-hearted” bad people kick and abuse them."
Proverbs,12,11,"The one who stays on the job has food on the table;
the witless chase whims and fancies."
Proverbs,12,12,"What the wicked construct finally falls into ruin,
while the roots of the righteous give life, and more life."
Proverbs,12,13,"The gossip of bad people gets them in trouble;
the conversation of good people keeps them out of it."
Proverbs,12,14,"Well-spoken words bring satisfaction;
well-done work has its own reward."
Proverbs,12,15,"Fools are headstrong and do what they like;
wise people take advice."
Proverbs,12,16,"Fools have short fuses and explode all too quickly;
the prudent quietly shrug off insults."
Proverbs,12,17,"Truthful witness by a good person clears the air,
but liars lay down a smoke screen of deceit."
Proverbs,12,18,"Rash language cuts and maims,
but there is healing in the words of the wise."
Proverbs,12,19,"Truth lasts;
lies are here today, gone tomorrow."
Proverbs,12,20,"Evil scheming distorts the schemer;
peace-planning brings joy to the planner."
Proverbs,12,21,"No evil can overwhelm a good person,
but the wicked have their hands full of it."
Proverbs,12,22,"God can’t stomach liars;
he loves the company of those who keep their word."
Proverbs,12,23,"Prudent people don’t flaunt their knowledge;
talkative fools broadcast their silliness."
Proverbs,12,24,"The diligent find freedom in their work;
the lazy are oppressed by work."
Proverbs,12,25,"Worry weighs us down;
a cheerful word picks us up."
Proverbs,12,26,"A good person survives misfortune,
but a wicked life invites disaster."
Proverbs,12,27,"A lazy life is an empty life,
but “early to rise” gets the job done."
Proverbs,12,28,"Good men and women travel right into life;
sin’s detours take you straight to hell."
Proverbs,13,1,"Intelligent children listen to their parents;
foolish children do their own thing."
Proverbs,13,2,"The good acquire a taste for helpful conversation;
bullies push and shove their way through life."
Proverbs,13,3,"Careful words make for a careful life;
careless talk may ruin everything."
Proverbs,13,4,"Indolence wants it all and gets nothing;
the energetic have something to show for their lives."
Proverbs,13,5,"A good person hates false talk;
a bad person wallows in gibberish."
Proverbs,13,6,"A God-loyal life keeps you on track;
sin dumps the wicked in the ditch."
Proverbs,13,7,"A pretentious, showy life is an empty life;
a plain and simple life is a full life."
Proverbs,13,8,"The rich can be sued for everything they have,
but the poor are free of such threats."
Proverbs,13,9,"The lives of good people are brightly lit streets;
the lives of the wicked are dark alleys."
Proverbs,13,10,"Arrogant know-it-alls stir up discord,
but wise men and women listen to each other’s counsel."
Proverbs,13,11,"Easy come, easy go,
but steady diligence pays off."
Proverbs,13,12,"Unrelenting disappointment leaves you heartsick,
but a sudden good break can turn life around."
Proverbs,13,13,"Ignore the Word and suffer;
honor God’s commands and grow rich."
Proverbs,13,14,"The teaching of the wise is a fountain of life,
so, no more drinking from death-tainted wells!"
Proverbs,13,15,"Sound thinking makes for gracious living,
but liars walk a rough road."
Proverbs,13,16,"A commonsense person lives good sense;
fools litter the country with silliness."
Proverbs,13,17,"Irresponsible talk makes a real mess of things,
but a reliable reporter is a healing presence."
Proverbs,13,18,"Refuse discipline and end up homeless;
embrace correction and live an honored life."
Proverbs,13,19,"Souls who follow their hearts thrive;
fools bent on evil despise matters of soul."
Proverbs,13,20,"Become wise by walking with the wise;
hang out with fools and watch your life fall to pieces."
Proverbs,13,21,"Disaster entraps sinners,
but God-loyal people get a good life."
Proverbs,13,22,"A good life gets passed on to the grandchildren;
ill-gotten wealth ends up with good people."
Proverbs,13,23,"Banks foreclose on the farms of the poor,
or else the poor lose their shirts to crooked lawyers."
Proverbs,13,24,"A refusal to correct is a refusal to love;
love your children by disciplining them."
Proverbs,13,25,"An appetite for good brings much satisfaction,
but the belly of the wicked always wants more."
Proverbs,14,1,"Lady Wisdom builds a lovely home;
Sir Fool comes along and tears it down brick by brick."
Proverbs,14,2,"An honest life shows respect for GOD;
a degenerate life is a slap in his face."
Proverbs,14,3,"Frivolous talk provokes a derisive smile;
wise speech evokes nothing but respect."
Proverbs,14,4,"No cattle, no crops;
a good harvest requires a strong ox for the plow."
Proverbs,14,5,"A true witness never lies;
a false witness makes a business of it."
Proverbs,14,6,"Cynics look high and low for wisdom—and never find it;
the open-minded find it right on their doorstep!"
Proverbs,14,7,"Escape quickly from the company of fools;
they’re a waste of your time, a waste of your words."
Proverbs,14,8,"The wisdom of the wise keeps life on track;
the foolishness of fools lands them in the ditch."
Proverbs,14,9,"The stupid ridicule right and wrong,
but a moral life is a favored life."
Proverbs,14,10,"The person who shuns the bitter moments of friends
will be an outsider at their celebrations."
